id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,potencia_calc
L55637,L,298.6,309.9,1393.0,45.5,38,0,63381.5
L55638,L,298.7,309.9,1753.0,26.8,40,0,46980.4
L55639,L,298.7,309.9,1651.0,29.5,42,0,48704.5
L55640,L,298.7,309.9,1372.0,54.7,44,0,75048.40000000001
L55641,L,298.7,309.9,1446.0,43.3,46,0,62611.799999999996
M23322,M,298.7,309.8,1501.0,44.7,48,0,67094.7
M23323,M,298.7,309.9,1411.0,45.1,51,0,63636.1
H37878,H,298.6,309.7,1672.0,27.5,54,0,45980.0
M23325,M,298.7,309.8,1475.0,40.5,59,0,59737.5
L55646,L,298.7,309.8,1469.0,38.4,62,0,56409.6
L55647,L,298.6,309.8,1704.0,28.3,64,0,48223.200000000004
H37882,H,298.6,309.7,1463.0,39.1,66,0,57203.3
M23329,M,298.6,309.7,1280.0,64.1,71,0,82048.0
L55650,L,298.7,309.9,1464.0,38.0,74,0,55632.0
L55651,L,298.6,309.8,1332.0,46.4,76,0,61804.799999999996
L55652,L,298.5,309.7,1634.0,37.8,78,0,61765.2
M23333,M,298.6,309.8,1430.0,43.1,80,0,61633.0
M23334,M,298.5,309.7,1523.0,44.6,83,0,67925.8
M23335,M,298.5,309.7,1557.0,37.7,86,0,58698.9
L55656,L,298.5,309.6,1585.0,32.2,89,0,51037.00000000001
H37891,H,298.5,309.6,1579.0,33.5,91,0,52896.5
M23338,M,298.5,309.7,1354.0,60.8,96,0,82323.2
L55659,L,298.6,309.7,1627.0,33.4,99,0,54341.799999999996
L55660,L,298.4,309.6,1477.0,35.6,101,0,52581.200000000004
M23341,M,300.1,310.1,1504.0,40.1,103,0,60310.4
L55662,L,298.4,309.5,1520.0,38.1,106,0,57912.0
L55663,L,298.3,309.4,1618.0,31.5,108,0,50967.0
L55664,L,298.4,309.5,1397.0,50.3,110,0,70269.09999999999
L55665,L,298.4,309.5,1450.0,47.9,112,0,69455.0
M23346,M,298.5,309.5,1501.0,40.2,114,0,60340.200000000004
L55667,L,298.4,309.4,1392.0,50.1,117,0,69739.2
L55668,L,298.4,309.4,1385.0,43.2,119,0,59832.00000000001
L55669,L,298.4,309.4,1461.0,46.3,121,0,67644.3
M23350,M,298.5,309.6,1364.0,58.7,123,0,80066.8
L55671,L,298.5,309.5,1579.0,38.6,126,0,60949.4
M23352,M,298.4,309.5,1514.0,38.8,128,0,58743.2
M23353,M,298.3,309.5,1560.0,36.9,131,0,57564.0
L55674,L,298.3,309.5,1542.0,36.7,134,0,56591.4
L55675,L,298.3,309.4,1668.0,27.1,136,0,45202.8
M23356,M,298.3,309.4,1816.0,22.6,138,0,41041.600000000006
M23357,M,298.3,309.4,1509.0,34.2,141,0,51607.8
L55678,L,298.4,309.6,1479.0,37.8,144,0,55906.2
L55679,L,298.4,309.6,1655.0,30.2,146,0,49981.0
L55680,L,300.1,310.1,1504.0,40.1,148,0,60310.4
L55681,L,298.4,309.7,1581.0,34.6,150,0,54702.600000000006
H37916,H,298.6,309.8,1279.0,55.9,152,0,71496.09999999999
L55683,L,298.5,309.8,1468.0,40.9,157,0,60041.2
L55684,L,298.4,309.7,1419.0,41.3,159,0,58604.7
L55685,L,298.4,309.7,1530.0,38.6,161,0,59058.0
L55686,L,298.4,309.6,1710.0,27.3,163,1,46683.0
L55687,L,298.4,309.7,1518.0,39.8,165,0,60416.399999999994
M23368,M,298.4,309.7,1679.0,33.3,167,0,55910.7
M23369,M,298.4,309.7,1870.0,22.5,170,0,42075.0
L55690,L,298.3,309.7,1484.0,44.3,173,0,65741.2
L55691,L,298.4,309.7,1457.0,44.2,175,0,64399.4
H37926,H,298.3,309.6,1546.0,36.2,177,0,55965.200000000004
M23373,M,298.2,309.5,1478.0,36.5,182,0,53947.0
L55694,L,298.2,309.4,1447.0,47.1,185,0,68153.7
L55695,L,298.2,309.4,1443.0,45.4,187,0,65512.2
L55696,L,298.3,309.6,1527.0,30.9,189,0,47184.299999999996
M23377,M,300.1,310.1,1504.0,40.1,191,0,60310.4
M23378,M,298.3,309.6,1681.0,27.1,194,0,45555.100000000006
L55699,L,298.3,309.6,1420.0,44.1,197,0,62622.0
M23380,M,298.3,309.5,1543.0,49.9,199,0,76995.7
L55701,L,298.4,309.5,1376.0,50.4,202,0,69350.4
H37936,H,298.3,309.4,1631.0,29.8,0,0,48603.8
H37937,H,298.3,309.3,1529.0,41.7,5,0,63759.3
L55704,L,298.3,309.4,1468.0,46.2,10,0,67821.6
L55705,L,298.3,309.4,1378.0,52.3,12,0,72069.4
L55706,L,298.3,309.3,1401.0,51.9,14,0,72711.9
L55707,L,298.4,309.3,1531.0,37.4,16,0,57259.4
L55708,L,298.4,309.3,1512.0,35.8,18,0,54129.6
M23389,M,298.5,309.4,1522.0,47.4,20,0,72142.8
M23390,M,298.5,309.3,1615.0,31.8,23,0,51357.0
L55711,L,298.6,309.3,1449.0,46.5,26,0,67378.5
L55712,L,298.6,309.4,1315.0,55.5,28,0,72982.5
M23393,M,298.6,309.4,1465.0,41.1,30,0,60211.5
M23394,M,298.6,309.5,1404.0,43.3,33,0,60793.2
L55715,L,298.6,309.5,1547.0,44.8,36,0,69305.59999999999
M23396,M,298.6,309.5,1426.0,45.4,38,0,64740.4
L55717,L,300.1,310.1,1504.0,40.1,41,0,60310.4
L55718,L,298.5,309.4,1548.0,37.7,43,0,58359.600000000006
L55719,L,298.5,309.4,1517.0,40.2,45,0,60983.4
L55720,L,298.6,309.5,1687.0,29.3,47,0,49429.1
L55721,L,298.5,309.5,1738.0,25.2,49,0,43797.6
H37956,H,298.4,309.4,1512.0,35.3,51,0,53373.6
M23403,M,298.5,309.4,1365.0,48.7,56,0,66475.5
H37958,H,298.5,309.4,2011.0,21.0,59,0,42231.0
L55725,L,298.4,309.3,1806.0,27.6,64,0,49845.600000000006
L55726,L,298.4,309.3,1716.0,28.4,66,0,48734.399999999994
M23407,M,298.4,309.4,1666.0,24.3,68,0,40483.8
L55728,L,298.5,309.4,1578.0,36.3,71,0,57281.399999999994
L55729,L,298.3,309.3,1558.0,37.2,73,0,57957.600000000006
L55730,L,298.3,309.2,1456.0,45.5,75,0,66248.0
M23411,M,298.2,309.1,1457.0,49.0,77,0,71393.0
L55732,L,298.2,309.1,1467.0,44.5,80,0,65281.5
M23413,M,298.1,309.0,1661.0,38.2,82,0,63450.200000000004
L55734,L,298.1,309.0,1592.0,33.9,85,0,53968.799999999996
L55735,L,298.2,309.0,1596.0,37.2,87,0,59371.200000000004
L55736,L,298.2,309.0,1489.0,40.6,89,0,60453.4
L55737,L,298.3,309.0,1471.0,48.3,91,0,71049.3
M23418,M,298.3,309.0,1505.0,41.3,93,0,62156.49999999999
L55739,L,298.3,309.0,1519.0,40.0,96,0,60760.0
L55740,L,298.3,309.0,1408.0,45.4,98,0,63923.2
L55741,L,298.2,308.9,1332.0,44.4,100,0,59140.799999999996
L55742,L,298.1,308.9,1351.0,52.4,102,0,70792.4
L55743,L,298.0,308.9,1500.0,36.7,104,0,55050.00000000001
M23424,M,298.0,308.7,1614.0,30.7,106,0,49549.799999999996
L55745,L,298.0,308.8,1489.0,36.5,109,0,54348.5
M23426,M,297.9,308.7,1751.0,26.6,111,0,46576.600000000006
L55747,L,298.0,308.7,1511.0,45.8,114,0,69203.8
L55748,L,297.9,308.6,1691.0,29.6,116,0,50053.600000000006
L55749,L,297.9,308.6,1757.0,27.5,118,0,48317.5
H37984,H,297.9,308.7,1545.0,35.9,120,0,55465.5
L55751,L,297.9,308.6,2262.0,15.7,125,0,35513.4
M23432,M,297.7,308.5,1559.0,35.2,127,0,54876.8
L55753,L,297.6,308.4,1626.0,32.4,130,0,52682.399999999994
L55754,L,297.6,308.3,1424.0,53.9,132,0,76753.59999999999
M23435,M,300.1,310.1,1504.0,40.1,134,0,60310.4
L55756,L,297.6,308.3,1523.0,39.5,137,0,60158.5
L55757,L,297.6,308.3,1502.0,43.2,139,0,64886.4
L55758,L,297.5,308.2,1489.0,40.7,141,0,60602.3
M23439,M,297.4,308.1,1620.0,31.2,143,0,50544.0
L55760,L,297.5,308.1,1631.0,30.6,146,0,49908.600000000006
M23441,M,297.5,308.0,1429.0,45.8,148,0,65448.2
M23442,M,297.5,308.1,1334.0,72.0,151,1,96048.0
L55763,L,297.4,308.0,1423.0,38.0,154,0,54074.0
L55764,L,297.4,307.9,1390.0,47.7,156,0,66303.0
M23445,M,297.4,307.9,1338.0,48.5,158,0,64893.0
H38000,H,297.3,307.9,1461.0,37.5,161,0,54787.5
M23447,M,297.4,307.9,1627.0,34.3,166,0,55806.1
L55768,L,297.3,307.8,1385.0,44.4,169,0,61494.0
M23449,M,297.3,307.8,1538.0,48.0,171,0,73824.0
L55770,L,297.4,307.9,1557.0,35.5,174,0,55273.5
L55771,L,297.4,307.9,1606.0,33.4,176,0,53640.399999999994
M23452,M,297.5,308.0,1430.0,44.5,178,0,63635.0
M23453,M,297.4,308.0,1601.0,34.6,181,0,55394.600000000006
L55774,L,297.4,308.0,1356.0,51.9,184,0,70376.4
M23455,M,297.5,308.2,1624.0,30.9,186,0,50181.6
L55776,L,297.5,308.2,1327.0,56.5,189,0,74975.5
L55777,L,297.6,308.3,1410.0,47.0,191,0,66270.0
L55778,L,297.6,308.3,1478.0,42.3,193,0,62519.399999999994
L55779,L,297.6,308.4,1460.0,40.3,195,0,58837.99999999999
L55780,L,297.5,308.3,1435.0,40.3,197,0,57830.49999999999
H38015,H,297.4,308.2,1359.0,46.9,199,0,63737.1
L55782,L,297.4,308.1,1729.0,31.7,204,0,54809.299999999996
H38017,H,297.3,308.0,1384.0,49.1,206,0,67954.40000000001
L55784,L,297.4,308.2,1297.0,52.1,211,0,67573.7
L55785,L,297.5,308.4,1633.0,33.3,213,0,54378.899999999994
M23466,M,297.5,308.4,1505.0,37.2,215,0,55986.00000000001
L55787,L,297.5,308.4,1433.0,50.0,218,0,71650.0
L55788,L,297.4,308.4,1369.0,50.6,220,1,69271.40000000001
L55789,L,297.4,308.3,1475.0,40.5,222,1,59737.5
L55790,L,297.4,308.3,1561.0,38.3,0,0,59786.299999999996
L55791,L,297.4,308.3,1472.0,45.5,2,0,66976.0
L55792,L,297.5,308.4,1441.0,44.5,4,0,64124.5
M23473,M,297.5,308.5,1401.0,50.5,6,0,70750.5
L55794,L,297.5,308.5,1691.0,33.1,9,0,55972.100000000006
L55795,L,297.6,308.6,1382.0,47.1,11,0,65092.200000000004
L55796,L,297.6,308.6,1355.0,46.4,13,0,62872.0
L55797,L,297.6,308.6,1529.0,45.3,15,0,69263.7
L55798,L,297.7,308.7,1829.0,24.9,17,0,45542.1
H38033,H,297.6,308.6,1480.0,39.8,19,0,58903.99999999999
L55800,L,297.6,308.5,1475.0,42.4,24,0,62540.0
M23481,M,297.6,308.5,1431.0,52.6,26,0,75270.6
L55802,L,297.5,308.3,1437.0,42.3,29,0,60785.1
M23483,M,297.5,308.3,1476.0,45.6,31,0,67305.6
H38038,H,297.5,308.4,1490.0,39.7,34,0,59153.00000000001
L55805,L,297.4,308.3,1632.0,33.5,39,0,54672.0
L55806,L,297.4,308.2,1402.0,49.7,41,0,69679.40000000001
L55807,L,297.4,308.3,1347.0,45.8,43,0,61692.6
L55808,L,297.5,308.4,1747.0,31.0,45,0,54157.0
H38043,H,300.1,310.1,1504.0,40.1,47,0,60310.4
L55810,L,297.4,308.4,1371.0,57.4,52,0,78695.4
H38045,H,297.3,308.3,1506.0,37.0,54,0,55722.0
L55812,L,297.3,308.3,1590.0,35.5,59,0,56445.0
L55813,L,297.4,308.3,1336.0,53.7,61,0,71743.2
L55814,L,297.3,308.3,1411.0,43.2,63,0,60955.200000000004
L55815,L,297.4,308.3,1704.0,27.3,65,0,46519.200000000004
L55816,L,297.5,308.4,1723.0,27.3,67,0,47037.9
L55817,L,297.5,308.5,1459.0,39.7,69,0,57922.3
L55818,L,297.6,308.5,1572.0,35.9,71,0,56434.799999999996
L55819,L,297.5,308.4,1384.0,56.0,73,0,77504.0
L55820,L,297.6,308.6,1383.0,47.5,75,0,65692.5
M23501,M,297.6,308.5,1360.0,48.6,77,0,66096.0
M23502,M,297.5,308.4,1596.0,36.6,80,0,58413.600000000006
L55823,L,297.5,308.5,1448.0,54.3,83,0,78626.4
M23504,M,297.6,308.5,1443.0,38.2,85,0,55122.600000000006
M23505,M,297.6,308.6,1492.0,35.5,88,0,52966.0
L55826,L,297.5,308.6,1497.0,43.9,91,0,65718.3
L55827,L,297.5,308.5,1530.0,38.5,93,0,58905.0
M23508,M,297.4,308.4,1478.0,46.2,95,0,68283.6
L55829,L,297.4,308.4,1328.0,61.8,98,0,82070.4
H38064,H,297.4,308.3,1771.0,27.4,100,0,48525.399999999994
M23511,M,297.4,308.4,1564.0,35.0,105,0,54740.0
H38066,H,297.3,308.3,1461.0,41.5,108,0,60631.5
M23513,M,297.4,308.3,1335.0,57.9,113,0,77296.5
M23514,M,297.4,308.4,1441.0,46.8,116,0,67438.8
L55835,L,297.3,308.3,1268.0,60.6,119,0,76840.8
M23516,M,297.3,308.3,1697.0,27.4,121,0,46497.799999999996
L55837,L,297.4,308.4,1421.0,46.0,124,0,65366.0
L55838,L,297.4,308.5,1496.0,36.4,126,0,54454.4
L55839,L,297.5,308.5,1375.0,55.6,128,0,76450.0
L55840,L,297.4,308.5,1295.0,52.1,130,0,67469.5
L55841,L,297.4,308.5,1643.0,33.8,132,0,55533.399999999994
L55842,L,297.5,308.6,1514.0,36.9,134,0,55866.6
L55843,L,300.1,310.1,1504.0,40.1,136,0,60310.4
H38078,H,297.5,308.6,1355.0,58.9,138,0,79809.5
L55845,L,297.6,308.7,1365.0,50.6,143,0,69069.0
L55846,L,297.5,308.7,1407.0,42.5,145,0,59797.5
M23527,M,297.5,308.8,1455.0,46.1,147,0,67075.5
L55848,L,297.5,308.8,1502.0,45.9,150,0,68941.8
M23529,M,297.5,308.8,1471.0,52.3,152,0,76933.3
L55850,L,297.5,308.9,1581.0,30.4,155,0,48062.399999999994
L55851,L,297.5,308.8,1530.0,37.8,157,0,57833.99999999999
L55852,L,297.5,308.8,1312.0,50.3,159,0,65993.59999999999
L55853,L,297.4,308.6,1494.0,42.6,161,0,63644.4
M23534,M,297.4,308.6,1528.0,29.1,163,0,44464.8
H38089,H,297.3,308.6,1688.0,29.4,166,0,49627.2
M23536,M,297.3,308.5,1520.0,42.4,171,0,64448.0
M23537,M,297.3,308.5,1664.0,28.9,174,0,48089.6
L55858,L,297.3,308.5,1514.0,44.5,177,0,67373.0
L55859,L,297.3,308.5,1456.0,54.2,179,0,78915.2
L55860,L,297.2,308.5,1494.0,39.6,181,0,59162.4
L55861,L,297.2,308.4,1605.0,30.0,183,0,48150.0
M23542,M,297.2,308.5,1353.0,46.5,185,0,62914.5
L55863,L,297.2,308.5,1447.0,47.9,188,0,69311.3
L55864,L,297.2,308.5,1588.0,40.4,190,0,64155.2
H38099,H,297.2,308.5,1524.0,41.4,192,0,63093.6
M23546,M,297.2,308.5,1611.0,31.6,197,0,50907.600000000006
M23547,M,297.2,308.5,1604.0,34.9,200,0,55979.6
L55868,L,297.1,308.5,1483.0,46.9,203,0,69552.7
L55869,L,297.1,308.4,1543.0,39.6,205,0,61102.8
L55870,L,297.1,308.5,1323.0,44.4,207,1,58741.2
L55871,L,297.1,308.5,1555.0,36.2,0,0,56291.00000000001
L55872,L,297.1,308.4,1583.0,31.9,2,0,50497.7
M23553,M,297.2,308.5,1584.0,40.0,4,0,63360.0
L55874,L,300.1,310.1,1504.0,40.1,7,0,60310.4
M23555,M,297.2,308.6,1498.0,44.4,9,0,66511.2
L55876,L,297.2,308.6,1413.0,49.8,12,0,70367.4
L55877,L,297.3,308.6,1505.0,33.5,14,0,50417.5
H38112,H,297.3,308.7,1438.0,46.2,16,0,66435.6
M23559,M,297.3,308.7,1655.0,34.1,21,0,56435.5
M23560,M,297.3,308.7,1451.0,43.8,24,0,63553.799999999996
M23561,M,297.3,308.7,1466.0,38.4,27,0,56294.4
L55882,L,297.2,308.6,1774.0,23.0,30,0,40802.0
M23563,M,297.2,308.6,1284.0,51.3,32,0,65869.2
L55884,L,297.1,308.5,1425.0,40.0,35,0,57000.0
L55885,L,297.2,308.6,1437.0,52.4,37,0,75298.8
L55886,L,300.1,310.1,1504.0,40.1,39,0,60310.4
L55887,L,297.2,308.5,1471.0,41.7,41,0,61340.700000000004
M23568,M,297.2,308.5,1364.0,54.0,43,0,73656.0
L55889,L,300.1,310.1,1504.0,40.1,46,0,60310.4
L55890,L,297.1,308.5,1712.0,32.1,48,0,54955.200000000004
L55891,L,297.1,308.5,1733.0,28.7,50,0,49737.1
L55892,L,297.2,308.6,1652.0,32.1,52,0,53029.200000000004
L55893,L,297.2,308.6,1917.0,24.1,54,0,46199.700000000004
M23574,M,297.2,308.6,1444.0,41.1,56,0,59348.4
L55895,L,297.1,308.6,1442.0,37.1,59,0,53498.200000000004
M23576,M,297.1,308.6,1717.0,31.3,61,0,53742.1
L55897,L,297.1,308.7,1474.0,42.3,64,0,62350.2
L55898,L,297.2,308.7,1509.0,39.3,66,0,59303.7
L55899,L,297.2,308.8,1451.0,43.1,68,0,62538.1
L55900,L,300.1,310.1,1504.0,40.1,70,0,60310.4
L55901,L,297.2,308.7,1669.0,30.7,72,0,51238.299999999996
L55902,L,297.2,308.6,1366.0,50.4,74,0,68846.4
L55903,L,297.2,308.6,1578.0,34.4,76,0,54283.2
M23584,M,297.2,308.6,1513.0,39.0,78,0,59007.0
M23585,M,297.1,308.5,1515.0,42.1,81,0,63781.5
L55906,L,297.2,308.6,1562.0,33.0,84,0,51546.0
L55907,L,297.2,308.7,1501.0,38.5,86,0,57788.5
M23588,M,297.2,308.7,1398.0,38.1,88,0,53263.8
L55909,L,297.3,308.7,1352.0,53.8,91,0,72737.59999999999
H38144,H,297.3,308.7,1569.0,33.9,93,0,53189.1
H38145,H,300.1,310.1,1504.0,40.1,98,0,60310.4
L55912,L,297.2,308.6,1864.0,23.6,103,0,43990.4
M23593,M,297.3,308.7,1447.0,44.5,105,0,64391.5
L55914,L,297.2,308.6,1392.0,41.5,108,0,57768.0
L55915,L,297.3,308.6,1358.0,47.6,110,0,64640.8
L55916,L,297.3,308.7,1491.0,40.2,112,0,59938.200000000004
L55917,L,297.3,308.7,1556.0,36.7,114,0,57105.200000000004
L55918,L,297.3,308.7,1531.0,36.7,116,0,56187.700000000004
H38153,H,297.4,308.7,1429.0,37.6,118,0,53730.4
M23600,M,297.4,308.8,1573.0,33.9,123,0,53324.7
L55921,L,297.4,308.8,1538.0,41.2,126,0,63365.600000000006
L55922,L,297.4,308.8,1467.0,39.0,128,0,57213.0
H38157,H,297.4,308.7,1323.0,51.1,130,0,67605.3
M23604,M,297.4,308.7,1798.0,23.0,135,0,41354.0
L55925,L,297.4,308.6,1411.0,46.3,138,0,65329.299999999996
L55926,L,297.3,308.5,1528.0,44.5,140,0,67996.0
L55927,L,297.3,308.5,1504.0,42.0,142,0,63168.0
L55928,L,297.3,308.5,1384.0,39.6,144,0,54806.4
L55929,L,297.2,308.4,1677.0,26.4,146,0,44272.799999999996
L55930,L,297.3,308.5,1764.0,30.8,148,0,54331.200000000004
M23611,M,297.4,308.5,1472.0,42.0,150,0,61824.0
M23612,M,297.4,308.5,1465.0,55.9,153,0,81893.5
M23613,M,297.4,308.6,1657.0,33.1,156,0,54846.700000000004
L55934,L,297.4,308.6,1635.0,30.5,159,0,49867.5
M23615,M,297.4,308.7,1582.0,31.9,161,0,50465.799999999996
L55936,L,297.5,308.7,1761.0,26.2,164,0,46138.2
L55937,L,297.5,308.8,1587.0,34.9,166,0,55386.299999999996
M23618,M,297.5,308.7,1446.0,53.0,168,0,76638.0
M23619,M,297.5,308.7,1352.0,53.0,171,0,71656.0
M23620,M,297.4,308.7,1392.0,46.4,174,0,64588.799999999996
L55941,L,297.5,308.8,1417.0,49.8,177,0,70566.59999999999
H38176,H,297.5,308.8,1824.0,24.0,179,0,43776.0
L55943,L,297.5,308.8,1603.0,36.7,184,0,58830.100000000006
L55944,L,297.4,308.8,1620.0,33.4,186,0,54108.0
L55945,L,297.4,308.8,1353.0,49.4,188,0,66838.2
L55946,L,297.5,308.8,1360.0,50.7,190,0,68952.0
L55947,L,297.5,308.6,1380.0,53.5,192,0,73830.0
M23628,M,297.5,308.7,1363.0,53.6,194,0,73056.8
M23629,M,297.4,308.6,1452.0,41.2,197,0,59822.4
L55950,L,297.4,308.6,1680.0,32.8,200,0,55103.99999999999
L55951,L,297.5,308.6,1536.0,39.0,202,0,59904.0
L55952,L,297.5,308.6,1621.0,28.9,0,0,46846.899999999994
L55953,L,297.5,308.6,1585.0,37.6,2,0,59596.0
M23634,M,297.6,308.7,1408.0,51.5,4,0,72512.0
H38189,H,297.5,308.6,1536.0,38.7,7,0,59443.200000000004
L55956,L,297.5,308.6,1352.0,52.6,12,0,71115.2
H38191,H,297.5,308.6,1481.0,38.8,14,0,57462.799999999996
L55958,L,297.5,308.7,1454.0,45.0,19,0,65430.0
M23639,M,297.5,308.6,1349.0,51.5,21,0,69473.5
M23640,M,297.5,308.6,1327.0,52.1,24,0,69136.7
L55961,L,297.6,308.7,1552.0,42.3,27,0,65649.59999999999
L55962,L,297.5,308.7,1456.0,44.7,29,0,65083.200000000004
M23643,M,297.6,308.6,1254.0,45.8,31,0,57433.2
L55964,L,297.5,308.6,1437.0,43.3,34,0,62222.1
L55965,L,297.5,308.6,1694.0,27.1,36,0,45907.4
L55966,L,297.5,308.5,1306.0,50.7,38,0,66214.2
M23647,M,297.5,308.5,1699.0,30.1,40,0,51139.9
L55968,L,297.4,308.5,1369.0,53.2,43,0,72830.8
L55969,L,297.4,308.5,1471.0,43.9,45,0,64576.9
L55970,L,297.4,308.5,1410.0,43.9,47,0,61899.0
M23651,M,300.1,310.1,1504.0,40.1,49,0,60310.4
L55972,L,297.4,308.5,1418.0,51.2,52,0,72601.6
L55973,L,297.4,308.5,1782.0,25.9,54,0,46153.799999999996
M23654,M,300.1,310.1,1504.0,40.1,56,0,60310.4
L55975,L,297.3,308.4,1459.0,39.4,59,0,57484.6
L55976,L,297.2,308.3,1796.0,23.8,61,0,42744.8
L55977,L,297.2,308.3,1569.0,31.2,63,0,48952.799999999996
L55978,L,297.3,308.4,1469.0,46.7,65,0,68602.3
L55979,L,297.3,308.4,1472.0,41.3,67,0,60793.6
L55980,L,297.4,308.5,1475.0,47.2,69,0,69620.0
L55981,L,297.4,308.6,1488.0,36.4,71,0,54163.2
L55982,L,297.4,308.6,1524.0,43.1,73,0,65684.40000000001
L55983,L,297.4,308.5,1486.0,48.6,75,0,72219.6
M23664,M,297.5,308.6,1255.0,60.7,77,0,76178.5
M23665,M,297.4,308.6,1469.0,42.6,80,0,62579.4
L55986,L,297.4,308.5,1692.0,34.3,83,0,58035.6
M23667,M,297.4,308.6,1604.0,32.8,85,0,52611.2
L55988,L,297.4,308.6,1446.0,48.1,88,0,69552.6
L55989,L,297.3,308.5,1503.0,43.3,90,0,65079.899999999994
M23670,M,297.3,308.5,1625.0,32.8,92,0,53299.99999999999
L55991,L,297.2,308.5,1574.0,35.8,95,0,56349.2
M23672,M,297.2,308.4,1378.0,41.9,97,0,57738.2
L55993,L,297.1,308.4,1693.0,29.5,100,0,49943.5
L55994,L,297.2,308.4,1462.0,51.2,102,0,74854.40000000001
H38229,H,297.3,308.5,1435.0,55.0,104,0,78925.0
M23676,M,297.2,308.5,1425.0,45.8,109,0,65264.99999999999
H38231,H,297.3,308.6,1376.0,53.5,112,0,73616.0
M23678,M,297.4,308.7,1481.0,48.0,117,0,71088.0
H38233,H,300.1,310.1,1504.0,40.1,120,0,60310.4
L56000,L,297.3,308.7,1551.0,40.0,125,0,62040.0
H38235,H,297.4,308.7,1623.0,33.8,127,0,54857.399999999994
L56002,L,297.4,308.8,1462.0,49.7,132,0,72661.40000000001
M23683,M,297.3,308.8,1447.0,57.4,134,0,83057.8
M23684,M,297.3,308.9,1799.0,24.5,137,0,44075.5
M23685,M,297.3,308.8,1548.0,41.3,140,0,63932.399999999994
M23686,M,297.2,308.8,1485.0,47.9,143,0,71131.5
L56007,L,297.2,308.7,1463.0,49.9,146,0,73003.7
L56008,L,297.3,308.7,1587.0,35.8,148,0,56814.6
M23689,M,297.3,308.8,1469.0,44.1,150,0,64782.9
H38244,H,297.3,308.7,1430.0,42.8,153,0,61203.99999999999
H38245,H,297.4,308.7,1726.0,26.8,158,0,46256.8
L56012,L,297.4,308.8,1651.0,34.1,163,0,56299.100000000006
L56013,L,297.4,308.8,1529.0,41.3,165,0,63147.7
L56014,L,297.4,308.8,1473.0,46.2,167,0,68052.6
H38249,H,297.4,308.8,1324.0,53.5,169,0,70834.0
L56016,L,297.4,308.9,1708.0,28.8,174,0,49190.4
M23697,M,297.5,309.1,1540.0,38.5,176,0,59290.0
L56018,L,297.5,309.0,1320.0,54.7,179,0,72204.0
M23699,M,297.4,308.9,1376.0,39.0,181,0,53664.0
M23700,M,297.3,308.7,1542.0,37.0,184,0,57054.0
L56021,L,297.3,308.7,1506.0,39.3,187,0,59185.799999999996
L56022,L,297.3,308.7,1492.0,43.6,189,0,65051.200000000004
H38257,H,297.3,308.8,1564.0,38.0,191,0,59432.0
H38258,H,297.4,308.9,1645.0,30.8,196,0,50666.0
M23705,M,297.4,308.9,1348.0,59.1,201,0,79666.8
M23706,M,300.1,310.1,1504.0,40.1,204,1,60310.4
L56027,L,300.1,310.1,1504.0,40.1,0,0,60310.4
M23708,M,297.5,308.9,1436.0,44.8,2,0,64332.799999999996
L56029,L,300.1,310.1,1504.0,40.1,5,0,60310.4
L56030,L,297.6,309.0,1491.0,43.2,7,0,64411.200000000004
M23711,M,297.7,308.9,1573.0,35.1,9,0,55212.3
L56032,L,297.7,308.9,1575.0,39.9,12,0,62842.5
L56033,L,297.7,308.9,1458.0,41.1,14,0,59923.8
M23714,M,297.7,309.0,1433.0,41.8,16,0,59899.399999999994
L56035,L,297.7,308.9,1662.0,28.1,19,0,46702.200000000004
M23716,M,297.7,308.9,1327.0,63.7,21,0,84529.90000000001
L56037,L,297.7,308.9,1742.0,26.3,24,0,45814.6
L56038,L,297.8,308.9,1506.0,33.5,26,0,50451.0
L56039,L,297.9,309.1,1457.0,44.4,28,0,64690.799999999996
M23720,M,297.9,309.1,1488.0,37.3,30,0,55502.399999999994
L56041,L,297.9,309.1,1619.0,34.7,33,0,56179.3
M23722,M,298.0,309.2,1558.0,41.7,35,0,64968.600000000006
L56043,L,298.0,309.2,1731.0,28.7,38,0,49679.7
M23724,M,300.1,310.1,1504.0,40.1,40,0,60310.4
L56045,L,297.9,309.0,1290.0,49.8,43,0,64241.99999999999
H38280,H,297.9,308.9,1416.0,39.6,45,0,56073.6
L56047,L,297.9,308.9,1566.0,41.9,50,0,65615.4
L56048,L,300.1,310.1,1504.0,40.1,52,0,60310.4
L56049,L,297.9,309.0,1528.0,37.5,54,0,57300.0
M23730,M,297.9,309.1,1338.0,49.6,56,0,66364.8
M23731,M,297.9,309.1,1558.0,39.2,59,0,61073.600000000006
M23732,M,297.9,309.1,1614.0,38.1,62,0,61493.4
H38287,H,298.0,309.1,1557.0,36.4,65,0,56674.799999999996
L56054,L,298.1,309.3,1443.0,45.3,70,0,65367.899999999994
H38289,H,298.1,309.3,1332.0,51.0,72,0,67932.0
M23736,M,298.1,309.3,1752.0,25.2,77,0,44150.4
M23737,M,298.1,309.2,1460.0,45.8,80,0,66868.0
L56058,L,298.1,309.2,1802.0,26.9,83,0,48473.799999999996
L56059,L,298.0,309.2,1527.0,39.5,85,0,60316.5
